Contratada,"Nº Processo","Tipo de contrato","Tipo de processo","Data do Ateste","Data do Pagamento","Nº Empenho","Tipo Rubrica",PTRES,"Nº Ordem Bancária",Justificativa,Tema,"IDN Nota Fiscal","Nº Nota Fiscal","Valor bruto da contratada","Valor líquido da contratada","Veículo / Fornecedor","Valor bruto do fornecedor","Valor líquido do fornecedor","Nome fantasia do veículo","Grupo / Editora",Meios,"Tipo da praça de veiculação","Praças de Veiculação"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",53115.014165/2020-90,Publicidade,Midia,2020/10/13,2020/11/20,2018NE800190,Institucional,107783,2020OB800903,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",311341,17134,5187,5068.65,"04.969.463/0009-74 / CINEMA ARTEPLEX LTDA.",4368,3955.22,"ESPAÇO ITAÚ DE CINEMA - AUGUSTA",,Cinema,Regional,"SAO PAULO - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001766/2020-10,Publicidade,Midia,2020/08/11,2020/11/16,2018NE800005,"Utilidade Pública",107784,2020OB800790,,"Campanha Queimadas",334659,16593,534.89,522.69,"19.317.973/0001-87 / RADIO SOCIEDADE CARATINGA LTDA",450.43,407.86,"CARATINGA 970 AM",,Rádio,Regional,"CARATINGA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001819/2020-94,Publicidade,Midia,2020/08/18,2020/11/16,2017NE800246,Institucional,107783,2020OB800799,,AVANÇAR,334839,16700,934.8,913.47,"02.199.607/0001-78 / RADIO OURO FINO FM LTDA",787.2,787.2,"91 FM OURO FINO",MASSA,Rádio,Regional,"OURO FINO - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001934/2020-69,Publicidade,Produção,2020/09/01,2020/11/16,2020NE800003,Institucional,168501,2020OB800831,,"MATERIAIS INSTITUCIONAIS 2020",335519,16868,1449,1441.92,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1400,1400,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001934/2020-69,Publicidade,Produção,2020/09/01,2020/11/16,2020NE800003,Institucional,168501,2020OB800831,,"MATERIAIS INSTITUCIONAIS 2020",335520,16869,978.08,973.3,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",945,945,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001701/2020-66,Publicidade,Midia,2020/08/03,2020/10/08,2017NE800246,Institucional,107783,2020OB800774,,"Campanha de Fim de Ano",334219,16494,665,649.83,"17.312.598/0001-57 / RADIO ALINE UMUARAMA EIRELI",560,560,"ALINE FM",,Rádio,Regional,"UMUARAMA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001701/2020-66,Publicidade,Midia,2020/08/03,2020/10/08,2017NE800293,"Utilidade Pública",137046,2020OB800774,,"AVANÇAR - PARCERIAS",334220,16495,476.23,465.36,"03.819.799/0001-30 / ORGANIZACAO RH LTDA",401.04,401.04,"VERDADE FM",,Rádio,Regional,"BONITO - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001702/2020-19,Publicidade,Midia,2020/08/03,2020/10/08,2018NE800190,Institucional,107783,2020OB800775,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",334222,16497,766.08,748.6,"05.815.204/0001-02 / RADIO LITORAL DE CASCAVEL LTDA",645.12,645.12,"RÁDIO AM 1.110",,Rádio,Regional,"CASCAVEL - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001702/2020-19,Publicidade,Midia,2020/08/03,2020/10/08,2018NE800190,Institucional,107783,2020OB800775,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",334223,16498,848.87,829.5,"07.276.470/0001-21 / RADIO GUARANY LTDA",714.84,647.29,"RÁDIO BOA NOVA",,Rádio,Regional,"PACAJUS - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001741/2020-16,Publicidade,Midia,2020/08/10,2020/10/08,2017NE800293,"Utilidade Pública",137046,2020OB800779,,"AVANÇAR - PARCERIAS",330799,16092,356.25,348.12,"16.493.363/0001-46 / SAUIPE COMUNICACAO LTDA",300,271.65,"SAUIPE FM",,Rádio,Regional,"MATA DE SAO JOAO - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001752/2020-98,Publicidade,Midia,2020/08/10,2020/10/08,2018NE800005,"Utilidade Pública",107784,2020OB800786,,"Campanha Queimadas",334221,16496,534.89,522.69,"19.317.973/0001-87 / RADIO SOCIEDADE CARATINGA LTDA",450.43,407.86,"CARATINGA 94,1 FM",,Rádio,Regional,"CARATINGA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001752/2020-98,Publicidade,Midia,2020/08/10,2020/10/08,2018NE800190,Institucional,107783,2020OB800786,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",334523,16538,734.16,717.41,"03.805.370/0001-94 / SISTEMA LIBERDADE DE COMUNICACAO LTDA",618.24,618.24,"FM 97,3",,Rádio,Regional,"SANTA QUITERIA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001752/2020-98,Publicidade,Midia,2020/08/10,2020/10/08,2018NE800190,Institucional,107783,2020OB800786,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",334522,16537,2973.88,2906.03,"08.648.292/0001-85 / RADIODIFUSAO CARAJAS LTDA",2504.32,2267.66,"RADIO LIDERANÇA FM",,Rádio,Regional,"PARAUAPEBAS - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001752/2020-98,Publicidade,Midia,2020/08/10,2020/10/08,2018NE800190,Institucional,107783,2020OB800786,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",334521,16536,787.15,769.19,"03.903.885/0001-27 / ORGANIZACOES RIO BONITO COMUNICACOES LTDA",662.86,662.86,"RÁDIO RIO BONITO FM",,Rádio,Regional,"ITAPIRAPUA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001752/2020-98,Publicidade,Midia,2020/08/10,2020/10/08,2018NE800190,Institucional,107783,2020OB800786,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",334520,16535,957.6,935.75,"17.984.331/0001-06 / INTERATIVA CULTURA LTDA",806.4,806.4,"INTERATIVA FM ASSIS",,Rádio,Regional,"ASSIS - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001752/2020-98,Publicidade,Midia,2020/08/10,2020/10/08,2018NE800005,"Utilidade Pública",107784,2020OB800786,,"Campanha Queimadas",334519,16534,374.42,365.87,"03.903.885/0001-27 / ORGANIZACOES RIO BONITO COMUNICACOES LTDA",315.3,315.3,"RIO BONITO FM",,Rádio,Regional,"ITAPIRAPUA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001596/2020-65,Publicidade,Midia,2020/07/29,2020/09/02,2020NE800011,"Utilidade Pública",168501,2020OB800754,,"Ações de Comunicação Copa do Nordeste ",332461,16376,948749.3,944113.27,"06.990.590/0001-23 / GOOGLE BRASIL INTERNET LTDA.",916666.01,830041.07,"GOOGLE BRASIL",,Internet,Nacional,Brasil
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001622/2020-55,Publicidade,Produção,2020/07/22,2020/09/02,2020NE800003,Institucional,168501,2020OB800744,,"MATERIAIS INSTITUCIONAIS 2020",333566,16424,1449,1441.92,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1400,1400,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001622/2020-55,Publicidade,Produção,2020/07/22,2020/09/02,2020NE800003,Institucional,168501,2020OB800744,,"MATERIAIS INSTITUCIONAIS 2020",333569,16427,1075.88,1070.62,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1039.5,1039.5,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001622/2020-55,Publicidade,Produção,2020/07/22,2020/09/02,2020NE800003,Institucional,168501,2020OB800744,,"MATERIAIS INSTITUCIONAIS 2020",333568,16426,978.08,973.3,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",945,945,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001622/2020-55,Publicidade,Produção,2020/07/22,2020/09/02,2020NE800003,Institucional,168501,2020OB800744,,"MATERIAIS INSTITUCIONAIS 2020",333567,16425,1593.9,1586.11,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",1540,1540,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001489/2020-37,Publicidade,Midia,2020/07/03,2020/07/27,2018NE800190,Institucional,107783,2020OB800696,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",332259,16228,20329.31,19865.49,"19.548.228/0001-49 / OTIMA BRASIL LTDA",17119.42,15501.63,OTIMA,,"Mídia Exterior Digital",Regional,"RIO DE JANEIRO - RJ"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001489/2020-37,Publicidade,Midia,2020/07/03,2020/07/27,2018NE800190,Institucional,107783,2020OB800696,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",332321,16285,1077.7,1053.11,"72.283.146/0001-00 / RADIO CACIQUE DE TAUBATE LTDA",907.54,907.54,"CACIQUE AM",,Rádio,Regional,"TAUBATE - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001491/2020-14,Publicidade,Midia,2020/07/03,2020/07/27,2017NE800293,"Utilidade Pública",137046,2020OB800697,,"AVANÇAR - PARCERIAS",332319,16283,397.81,388.73,"79.349.288/0001-64 / RADIO POEMA DE PITANGA LTDA",335,335,"POEMA AM",,Rádio,Regional,"PITANGA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001523/2020-73,Publicidade,Midia,2020/07/07,2020/07/27,2018NE800005,"Utilidade Pública",107784,2020OB800703,,"Campanha Queimadas",332460,16295,507.86,496.27,"25.421.330/0001-81 / RADIO DIFUSORA DE UBERABA LIMITADA",427.67,427.67,"DIFUSORA 630",,Rádio,Regional,"UBERABA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001523/2020-73,Publicidade,Midia,2020/07/07,2020/07/27,2018NE800190,Institucional,107783,2020OB800703,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",331683,16297,1086.25,1061.46,"25.421.330/0001-81 / RADIO DIFUSORA DE UBERABA LIMITADA",914.74,914.74,"DIFUSORA 630",,Rádio,Regional,"UBERABA - MG"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001524/2020-18,Publicidade,Midia,2020/07/07,2020/07/27,2017NE800246,Institucional,107783,2020OB800704,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",332459,16294,788.6,770.6,"11.435.641/0001-95 / RADIO COMANCHE DE SAO LOURENCO DA MATA LTDA",664.1,601.34,"GUARANY AM",,Rádio,Regional,"RECIFE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001538/2020-31,Publicidade,Produção,2020/07/09,2020/07/27,2018NE800193,"Utilidade Pública",107784,2020OB800709,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS ",331719,16188,7277.4,7277.4,"13.392.325/0001-09 / BCA PRODUCAO E DISTRIBUICAO DE FILMES LTDA",7277.4,6589.69,,,"AUDIO E VIDEO - COPIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001539/2020-86,Publicidade,Produção,2020/07/09,2020/07/27,2020NE800003,Institucional,168501,2020OB800710,,"MATERIAIS INSTITUCIONAIS 2020",332879,16337,302.74,301.26,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",292.5,292.5,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001539/2020-86,Publicidade,Produção,2020/07/09,2020/07/27,2020NE800003,Institucional,168501,2020OB800710,,"MATERIAIS INSTITUCIONAIS 2020",332880,16338,333.01,331.39,"03.975.626/0001-01 / M P LETREIROS E BRINDES EIRELI",321.75,321.75,,,"PRODUCAO GRAFICA - PRODUCAO / CONFECCAO",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001570/2020-17,Publicidade,Midia,2020/07/16,2020/07/27,2017NE800246,Institucional,107783,2020OB800713,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",333059,16375,721.05,704.6,"49.682.909/0001-66 / RADIO DIFUSORA DE CATANDUVA LTDA",607.2,607.2,"DIFUSORA AM",,Rádio,Regional,"CATANDUVA - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001571/2020-61,Publicidade,Midia,2020/07/16,2020/07/27,2018NE800190,Institucional,107783,2020OB800714,,"Segurança Pública",332839,16335,15675,15317.36,"05.881.258/0007-53 / ELEMIDIA CONSULTORIA E SERVICOS DE MARKETING S.A.",13200,11952.6,"ELEMIDIA PORTO ALEGRE",,"Mídia Exterior Digital",Regional,"PORTO ALEGRE - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001330/2020-12,Publicidade,Midia,2020/06/12,2020/07/13,2018NE800219,"Utilidade Pública",109684,2020OB800644,,"Programa Nacional de Imunização - PNI",330706,16075,87115,85127.4,"14.173.345/0001-51 / FLIX MEDIA PUBLICIDADE E ENTRETENIMENTO LTDA.",73360,66427.48,"CINEMARK - RECIFE,CINEMARK - RIO DE JANEIRO CAPITAL,CINEMARK - SÃO PAULO CAPITAL,CINEMARK - BELO HORIZONTE,CINEMARK - PORTO ALEGRE,CINEMARK - SALVADOR,CINEMARK - BRASÍLIA",,Cinema,Regional,"RECIFE - PE,RIO DE JANEIRO - RJ,BELO HORIZONTE - MG,PORTO ALEGRE - RS,SAO PAULO - SP,SALVADOR - BA,BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001330/2020-12,Publicidade,Midia,2020/06/12,2020/07/13,2018NE800190,Institucional,107783,2020OB800644,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",330708,16077,87115,85127.4,"14.173.345/0001-51 / FLIX MEDIA PUBLICIDADE E ENTRETENIMENTO LTDA.",73360,66427.48,"CINEMARK - RECIFE,CINEMARK - RIO DE JANEIRO CAPITAL,CINEMARK - SÃO PAULO CAPITAL,CINEMARK - BELO HORIZONTE,CINEMARK - PORTO ALEGRE,CINEMARK - SALVADOR,CINEMARK - BRASÍLIA",,Cinema,Regional,"RECIFE - PE,RIO DE JANEIRO - RJ,BELO HORIZONTE - MG,PORTO ALEGRE - RS,SAO PAULO - SP,SALVADOR - BA,BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001339/2020-23,Publicidade,Midia,2020/06/12,2020/07/13,2017NE800246,Institucional,107783,2020OB800639,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE",331161,16128,258.87,252.97,"07.482.730/0001-15 / REDE JHJ DE RADIODIFUSAO LTDA",218,218,"LIDERANÇA FM",,Rádio,Regional,"PARNAIBA - PI"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001340/2020-58,Publicidade,Midia,2020/06/12,2020/07/13,2018NE800190,Institucional,107783,2020OB800646,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",331162,16129,3291.75,3216.64,"17.040.988/0001-15 / EMPRESA DE CINEMAS ARCOPLEX LTDA.",2772,2510.05,"ARCOPLEX - AGUAS CLARAS",,Cinema,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001401/2020-87,Publicidade,Midia,2020/06/18,2020/07/13,2017NE800314,Institucional,107783,2020OB800662,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",330800,16093,1922.38,1878.52,"02.280.188/0001-02 / RADIO SUDOESTE FM LTDA",1618.85,1618.85,"LIDER FM",,Rádio,Regional,"RIO VERDE - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001402/2020-21,Publicidade,Midia,2020/06/18,2020/07/13,2018NE800005,"Utilidade Pública",107784,2020OB800640,,"Campanha Queimadas",330801,16094,768.95,751.41,"02.280.188/0001-02 / RADIO SUDOESTE FM LTDA",647.54,647.54,"LIDER FM",,Rádio,Regional,"RIO VERDE - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001422/2020-01,Publicidade,Midia,2020/06/22,2020/07/13,2018NE800190,Institucional,107783,2020OB800673,,"Segurança Pública",329702,15896,183164.94,178985.89,"04.077.449/0001-09 / CEMUSA SALVADOR MOBILIARIO URBANO LTDA",154244.16,139668.09,"CEMUSA SALVADOR,JCDECAUX SALVADOR",JCDECAUX,"Mídia Exterior",Regional,"SALVADOR - BA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001422/2020-01,Publicidade,Midia,2020/06/22,2020/07/13,2018NE800190,Institucional,107783,2020OB800673,,"Segurança Pública",331685,16157,22027.32,21524.75,"05.881.258/0007-53 / ELEMIDIA CONSULTORIA E SERVICOS DE MARKETING S.A.",18549.33,16796.42,"ELEMIDIA CURITIBA",,"Mídia Exterior Digital",Regional,"CURITIBA - PR"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001422/2020-01,Publicidade,Midia,2020/06/22,2020/07/13,2018NE800190,Institucional,107783,2020OB800673,,"Segurança Pública",331684,16156,1722.35,1683.05,"04.832.721/0001-19 / TELEVISAO LIBERAL SA",1450.4,1313.34,"RÁDIO LIBERAL FM",ORM,Rádio,Regional,"BELEM - PA"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001422/2020-01,Publicidade,Midia,2020/06/22,2020/07/13,2018NE800190,Institucional,107783,2020OB800673,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",331682,16154,1809.77,1768.48,"55.333.082/0001-88 / RADIO DIFUSORA DE PRESIDENTE PRUDENTE LTDA",1524.02,1524.02,"DIFUSORA AM",,Rádio,Regional,"PRESIDENTE PRUDENTE - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001422/2020-01,Publicidade,Midia,2020/06/22,2020/07/13,2018NE800190,Institucional,107783,2020OB800673,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",331681,16153,1288.77,1259.37,"75.835.629/0003-12 / REDE SERRANA DE RADIODIFUSAO LTDA",1085.28,1085.28,"DEMAIS 107 FM - PRESIDENTE GETULIO",,Rádio,Regional,"PRESIDENTE GETULIO - SC"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001422/2020-01,Publicidade,Midia,2020/06/22,2020/07/13,2018NE800193,"Utilidade Pública",107784,2020OB800673,,"PRF - ORIENTAÇÕES DE SEGURANÇA NAS RODOVIAS FEDERAIS ",331680,16152,8258.46,8070.04,"05.881.258/0007-53 / ELEMIDIA CONSULTORIA E SERVICOS DE MARKETING S.A.",6954.5,6297.3,"ELEMIDIA RECIFE",ELEMÍDIA,"Mídia Exterior Digital",Regional,"RECIFE - PE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001423/2020-47,Publicidade,Midia,2020/06/22,2020/07/13,2017NE800246,Institucional,107783,2020OB800641,,"Campanha de Fim de Ano",331679,16151,916.46,895.55,"46.174.496/0002-00 / RADIO ITAIPU DE MARILIA LTDA",771.76,771.76,"ITAIPU DE MARILIA",,Rádio,Regional,"JAU - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001459/2020-21,Publicidade,Midia,2020/06/29,2020/07/13,2017NE800246,Institucional,107783,2020OB800680,,"Campanha de Fim de Ano",331979,16220,884.72,864.53,"50.751.049/0001-54 / RADIO JAUENSE LTDA",745.02,745.02,"JAUENSE AM",,Rádio,Regional,"JAU - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001459/2020-21,Publicidade,Midia,2020/06/29,2020/07/13,2017NE800314,Institucional,107783,2020OB800680,,"CAMPANHA REFORMA DA PREVIDÊNCIA - 4ª FASE -COMPLEMENTAR",331980,16221,1354.32,1323.42,"11.692.592/0001-76 / SISTEMA DE COMUNICACAO 102,3 LTDA",1140.48,1140.48,"LEGAL FM 102,3",,Rádio,Regional,"PIRES DO RIO - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001460/2020-55,Publicidade,Midia,2020/06/29,2020/07/13,2018NE800005,"Utilidade Pública",107784,2020OB800688,,"Campanha Queimadas",331981,16222,604.2,590.41,"11.692.592/0001-76 / SISTEMA DE COMUNICACAO 102,3 LTDA",508.8,508.8,"LEGAL 102,3 FM",,Rádio,Regional,"PIRES DO RIO - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001460/2020-55,Publicidade,Midia,2020/06/29,2020/07/13,2018NE800190,Institucional,107783,2020OB800688,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",331984,16225,1284.48,1255.17,"50.751.049/0001-54 / RADIO JAUENSE LTDA",1081.67,1081.67,"JAUENSE AM",,Rádio,Regional,"JAU - SP"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001460/2020-55,Publicidade,Midia,2020/06/29,2020/07/13,2018NE800190,Institucional,107783,2020OB800688,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",331983,16224,727.78,711.17,"05.873.469/0003-10 / FUNDACAO CULTURAL SAO JUDAS TADEU",612.86,612.86,"LIDER FM",,Rádio,Regional,"COLINAS DO TOCANTINS - TO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001460/2020-55,Publicidade,Midia,2020/06/29,2020/07/13,2018NE800005,"Utilidade Pública",107784,2020OB800688,,"Campanha Queimadas",331982,16223,459.65,449.16,"05.873.469/0003-10 / FUNDACAO CULTURAL SAO JUDAS TADEU",387.07,387.07,"LIDER FM",,Rádio,Regional,"COLINAS DO TOCANTINS - TO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001308/2020-72,Publicidade,Produção,2020/06/05,2020/06/19,2018NE800190,Institucional,107783,"2020OB800628 ",,"CAMPANHA DE PRESTAÇÃO DE CONTAS",330719,16084,8956.8,8956.8,"13.392.325/0001-09 / BCA PRODUCAO E DISTRIBUICAO DE FILMES LTDA",8956.8,8110.38,,,"AUDIO E VIDEO - COPIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001317/2020-63,Publicidade,Midia,2020/06/08,2020/06/19,2018NE800190,Institucional,107783,2020OB800633,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",330709,16078,2394,2339.38,"09.207.650/0001-87 / E.D.S. EXIBICOES CINEMATOGRAFICAS EIRELI",2016,2016,"CINE RITZ GOIÂNIA",,Cinema,Regional,"GOIANIA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001081/2020-65,Publicidade,Midia,2020/05/14,2020/06/09,2018NE800219,"Utilidade Pública",109684,2020OB800543,,"Programa Nacional de Imunização - PNI",329509,15826,3291.75,3216.64,"17.040.988/0001-15 / EMPRESA DE CINEMAS ARCOPLEX LTDA.",2772,2510.05,"ARCOPLEX - AGUAS CLARAS",,Cinema,Regional,"BRASILIA - DF"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001081/2020-65,Publicidade,Produção,2020/05/14,2020/06/09,2018NE800190,Institucional,107783,2020OB800543,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",329117,15737,1959.3,1959.3,"13.392.325/0001-09 / BCA PRODUCAO E DISTRIBUICAO DE FILMES LTDA",1959.3,1774.15,,,"AUDIO E VIDEO - COPIA",,
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001081/2020-65,Publicidade,Midia,2020/05/14,2020/06/09,2018NE800190,Institucional,107783,2020OB800543,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",329512,15829,3291.75,3216.64,"17.040.988/0001-15 / EMPRESA DE CINEMAS ARCOPLEX LTDA.",2772,2510.05,"ARCOÍRIS / ARCOPLEX - RUA DA PRAIA",,Cinema,Regional,"PORTO ALEGRE - RS"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001095/2020-89,Publicidade,Midia,2020/05/15,2020/06/09,2018NE800219,"Utilidade Pública",109684,2020OB800561,,"Programa Nacional de Imunização - PNI",329510,15827,3591,3509.07,"17.040.988/0001-15 / EMPRESA DE CINEMAS ARCOPLEX LTDA.",3024,2738.23,"ARCOPLEX DEL PASEO",,Cinema,Regional,"FORTALEZA - CE"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001095/2020-89,Publicidade,Midia,2020/05/15,2020/06/09,2018NE800219,"Utilidade Pública",109684,2020OB800561,,"Programa Nacional de Imunização - PNI",329511,15828,2593.5,2534.32,"00.550.489/0001-75 / EMPRESA DE CINEMAS MAJESTIC EIRELI",2184,2184,"CINEMAS LUMIERE BOUGAINVILLE",,Cinema,Regional,"GOIANIA - GO"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001113/2020-22,Publicidade,Midia,2020/05/19,2020/06/09,2017NE800246,Institucional,107783,2020OB800546,,"Campanha de Fim de Ano",329699,15893,771.4,753.8,"28.141.737/0001-43 / RADIO VITORIA S/A",649.6,588.21,"JOVEM PAN NEWS - VITÓRIA (EX - VITORIA AM)","JOVEM PAM",Rádio,Regional,"VITORIA - ES"
"04.784.569/0002-27 / CALIA/Y2 PROPAGANDA E MARKETING LTDA.",00170.001114/2020-77,Publicidade,Midia,2020/05/19,2020/06/09,2018NE800190,Institucional,107783,2020OB800547,,"CAMPANHA DE PRESTAÇÃO DE CONTAS",329700,15894,1375.98,1344.59,"03.765.113/0001-76 / ITA ONDAS LTDA",1158.72,1158.72,"JOVEM PAN FM - GOIANIA","JOVEM PAM",Rádio,Regional,"GOIANIA - GO"
